Date,ADM.L,AGK.L,ASCL.L,AV.L,AZN.L,BA.L,BARC.L,BRBY.L,CUK.L,DGE.L,FUTR.L,GSK.L,IAG.L,IHG.L,ITRK.L,JD.L,JMAT.L,LAND.L,LGEN.L,LLOY.L,MKS.L,MRO.L,NXT.L,PFC.L,PPH.L,RDSA.L,SNN.L,STAN.L,TIFS.L,UU.L,VOD.L,WEIR.L,WJG.L,XPP.L
2015-01-02,,1296.035888671875,,-581.643798828125,3721.455322265625,384.6851806640625,212.84373474121094,1436.9854736328125,13239.0,1603.2542724609375,130.2480010986328,1061.3692626953125,380.95330810546875,3126.822021484375,2149.29638671875,,3172.29248046875,1005.2267456054688,185.2588348388672,62.17876052856445,369.37969970703125,41.400146484375,5809.14013671875,-766.4605102539062,394.5267333984375,1570.3892822265625,,826.8720703125,,731.7545776367188,164.36647033691406,1640.9736328125,,1188.90576171875
2015-01-05,,1257.942626953125,,-565.3135986328125,3724.29931640625,378.78204345703125,205.44696044921875,1421.9429931640625,12964.5,1596.24169921875,130.2480010986328,1051.0086669921875,386.03790283203125,3108.719482421875,2087.835693359375,,3172.29248046875,1013.9551391601562,182.69834899902344,60.92948532104492,353.6630859375,40.454200744628906,5796.24072265625,-716.8722534179688,394.5267333984375,1506.646484375,,813.981689453125,,726.576171875,160.32955932617188,1537.2689208984375,,1157.453125
2015-01-06,,1244.9564208984375,,-557.1484985351562,3647.107421875,374.436767578125,201.63912963867188,1417.518798828125,12899.5,1562.055419921875,127.87993621826172,1041.4158935546875,376.10345458984375,3056.827392578125,2108.01708984375,,3157.303466796875,1004.3511962890625,179.68601989746094,59.50054931640625,351.8049621582031,39.98924255371094,5796.24072265625,-696.39013671875,394.5267333984375,1506.284423828125,,813.8959350585938,,717.0159301757812,159.51473999023438,1544.2408447265625,,1216.164794921875
2015-01-07,,1282.183837890625,,-556.3079223632812,3639.794677734375,379.3559875488281,201.8579864501953,1438.7552490234375,12987.0,1586.1611328125,127.28790283203125,1058.299560546875,376.4162902832031,3123.199951171875,2118.107177734375,,3154.48974609375,1023.55078125,181.56874084472656,59.6148567199707,358.6180419921875,40.67102813720703,5890.8369140625,-695.3121948242188,394.5267333984375,1519.6851806640625,,826.5281372070312,,740.1198120117188,159.99623107910156,1538.140625,,1210.293701171875
2015-01-08,,1314.216796875,,-580.202880859375,3715.361572265625,384.439208984375,207.50405883789062,1460.8763427734375,13315.5,1621.22412109375,130.2480010986328,1095.5205078125,370.5494689941406,3178.71533203125,2229.10400390625,,3237.86767578125,1030.5291748046875,184.3551025390625,60.5048828125,345.998291015625,41.33830642700195,5938.13525390625,-696.39013671875,394.5267333984375,1551.91845703125,,834.17626953125,,750.4766845703125,167.21829223632812,1548.5980224609375,,1211.13232421875
2015-01-09,,1323.7401123046875,,-588.8483276367188,3727.142822265625,383.45538330078125,202.20814514160156,1457.336669921875,13138.0,1598.4332275390625,130.2480010986328,1081.7064208984375,364.05682373046875,3135.274169921875,2255.706298828125,,3284.7197265625,1031.4041748046875,183.82794189453125,60.21092987060547,346.84991455078125,41.29173278808594,5925.23583984375,-685.0711669921875,395.84625244140625,1525.842041015625,,812.1769409179688,,747.2899169921875,166.5886688232422,1539.88330078125,,1221.1968994140625
2015-01-12,,1309.8880615234375,,-581.2836303710938,3796.615478515625,385.50506591796875,202.55825805664062,1471.4945068359375,13161.0,1615.9647216796875,128.76795959472656,1084.0087890625,367.1075439453125,3181.1298828125,2195.16259765625,,3270.65966796875,1041.0,184.27981567382812,60.07211685180664,347.08221435546875,41.29173278808594,5972.53466796875,-655.426025390625,395.84625244140625,1505.5601806640625,,791.63818359375,,756.8501586914062,167.99603271484375,1501.538818359375,,1199.39013671875
2015-01-13,,1333.263427734375,,-589.32861328125,3832.774169921875,389.52239990234375,203.95883178710938,1472.3790283203125,13254.0,1635.249267578125,128.76795959472656,1092.0667724609375,382.5960388183594,3193.195068359375,2167.642578125,,3260.360107421875,1054.0888671875,185.9365997314453,60.43138885498047,358.46319580078125,41.33830642700195,6067.13330078125,-665.6671142578125,402.88348388671875,1504.4735107421875,,800.5758056640625,,751.2734375,169.62562561035156,1474.5234375,,1225.3905029296875
2015-01-14,,1278.720703125,,-590.049072265625,3802.709716796875,384.19329833984375,195.6866912841797,1452.9124755859375,12933.0,1602.816162109375,127.28790283203125,1070.962158203125,378.6065368652344,3156.990234375,2058.4814453125,,3199.456787109375,1048.8536376953125,182.99957275390625,59.52504348754883,349.40484619140625,40.11293029785156,5946.73486328125,-643.0291137695312,403.32330322265625,1454.493408203125,,761.4749145507812,,750.078369140625,166.847900390625,1401.320068359375,,1198.551025390625
2015-01-15,,1312.4852294921875,,-608.7808837890625,3842.524658203125,393.21185302734375,199.5382843017578,1490.075927734375,13122.5,1652.7808837890625,127.87993621826172,1084.392578125,382.9871520996094,3138.896484375,2098.843505859375,,3244.43310546875,1069.7955322265625,186.84030151367188,60.57019805908203,353.6630859375,40.99703598022461,5933.83544921875,-660.8161010742188,403.32330322265625,1496.505859375,,770.9280395507812,,757.6468505859375,168.8108367919922,1443.150390625,,1216.164794921875
2015-01-16,,1333.263427734375,,-608.180419921875,3831.148681640625,396.6553039550781,196.38697814941406,1467.070068359375,13280.0,1658.040283203125,127.87993621826172,1098.2064208984375,384.31695556640625,3138.896484375,2156.635498046875,,3233.186767578125,1076.78173828125,188.5723876953125,60.782501220703125,351.5726623535156,41.24516296386719,5895.13720703125,-657.0431518554688,403.32330322265625,1522.9444580078125,,773.9354858398438,,768.402099609375,168.7367706298828,1470.165771484375,,1199.39013671875
